userID,itemID,styleID,rating
6695,1550,394,4.0
3318,1123,395,4.0
334,34569,850,3.5
7782,1018,263,3.0
4230,20478,1199,4.0
937,966,365,4.5
7214,12073,5313,2.5
918,20478,1199,5.0
1170,1550,394,4.0
586,10784,1075,4.0
1360,1599,60,3.5
3617,1542,576,3.0
3510,45482,16386,2.5
4400,3517,394,5.0
7684,966,365,4.0
33,24722,9347,3.0
604,27597,765,2.5
6877,429,1,4.0
4112,13112,936,3.5
6364,11757,1199,2.0
265,11757,1199,4.5
3183,33644,14879,4.0
5558,2106,394,4.0
6280,19960,1199,4.5
3604,16074,1199,5.0
4235,47658,1199,4.5
2374,34146,1199,4.0
4083,16074,1199,4.5
3617,41315,765,3.0
403,39289,14756,4.0
6191,175,60,4.0
216,33644,14879,4.0
6996,17538,1199,5.0
3617,32711,765,2.5
1370,24059,3268,3.0
6256,17538,1199,2.0
5598,3824,1417,3.5
2104,16638,3268,3.5
358,52211,14879,3.5
1830,19960,1199,3.5
7820,1154,394,3.5
1994,5756,14,3.5
6274,4073,1199,5.0
3443,727,263,5.0
4311,429,1,3.5
7604,7463,1199,3.5
29,3939,1417,4.0
21,429,1,3.0
6571,20470,394,4.5
1265,21822,1199,4.5
6831,11493,5313,2.5
3137,20470,394,4.0
6116,34808,13905,5.0
7490,11757,1199,4.5
8087,2106,394,4.0
326,57640,1199,4.5
3542,33227,365,4.0
2112,7348,1199,4.0
635,20021,3282,2.5
5769,20169,6513,4.5
7498,1324,263,4.5
3330,5441,1199,4.0
464,48911,1199,3.5
20,17010,577,4.5
7222,24905,1199,4.5
8255,436,163,2.5
466,61936,5500,5.0
685,35036,1199,4.5
1265,36670,394,3.5
949,25917,12224,2.0
3368,7348,1199,4.0
3248,3824,1417,1.5
5242,11757,1199,4.5
6905,5441,1199,3.5
8070,436,163,3.0
1123,24905,1199,4.5
3416,58540,765,1.0
7944,1599,60,4.0
29,3824,1417,2.5
6547,32374,1386,4.5
1286,5441,1199,4.5
3791,5487,2098,3.0
1739,34146,1199,4.0
4093,21822,1199,3.5
5238,727,263,3.5
401,961,365,3.0
4180,11757,1199,4.0
2781,24059,3268,3.5
5906,5441,1199,5.0
6884,11757,1199,5.0
2440,61801,16859,4.0
72,7167,1315,3.5
3799,47658,1199,5.0
1230,34146,1199,4.0
53,47695,14879,4.0
1182,36670,394,4.5
695,52211,14879,2.5
3557,55900,1199,4.0
5406,19960,1199,5.0
2070,5441,1199,4.0
2001,16074,1199,4.0
3898,20417,395,3.5
7906,20243,2600,3.5
57,20539,394,4.5
5271,20539,394,4.0
7811,16074,1199,4.5
7299,20470,394,4.5
5224,25852,1199,4.0
3165,7463,1199,3.5
6460,429,1,4.0
193,40595,10541,4.0
1701,16074,1199,4.0
2423,12421,936,3.5
2200,60511,1199,3.5
3446,7324,395,4.0
4404,54731,263,5.0
403,25656,9020,4.0
710,10784,1075,4.0
557,11757,1199,5.0
439,57668,21841,4.5
1780,24905,1199,4.0
115,7348,1199,5.0
679,42948,12224,2.0
699,48466,3282,4.0
3402,960,365,4.5
8208,4904,1417,4.0
6636,1542,576,4.0
1012,20478,1199,4.5
3298,34146,1199,4.5
7788,1123,395,3.0
4075,7463,1199,3.5
655,11757,1199,4.0
7815,3824,1417,3.5
1123,66349,24445,3.0
4573,7360,936,4.0
863,20478,1199,4.5
4653,23474,1199,3.5
2977,20478,1199,4.0
1487,34146,1199,4.0
2649,16638,3268,2.5
166,11757,1199,4.5
3796,45991,365,3.5
1403,70795,1199,4.0
25,20478,1199,3.5
5495,35649,3268,4.5
4768,36661,577,4.5
1330,19960,1199,4.5
7005,798,289,4.5
5906,11757,1199,5.0
6779,9906,394,4.0
2150,34146,1199,4.5
2122,35156,5510,3.5
773,48911,1199,3.5
7326,514,14,4.0
3202,58027,365,4.0
6830,34590,365,3.0
2736,511,14,3.5
7167,16074,1199,5.0
3826,36862,14879,4.0
7777,7673,3268,2.0
3394,11757,1199,4.5
859,11757,1199,4.5
3003,24905,1199,4.5
2115,1550,394,3.5
1040,24905,1199,4.0
8224,1122,395,4.5
1676,61800,16859,4.5
6075,1550,394,4.0
1001,19960,1199,5.0
1585,34146,1199,4.0
5997,21822,1199,3.5
7525,23474,1199,5.0
787,24905,1199,4.0
8126,515,14,4.0
7230,5441,1199,4.0
2742,56071,1075,3.5
391,21822,1199,4.0
1632,47541,9020,3.5
2579,1418,163,3.5
7663,14348,1,4.0
5053,3939,1417,3.0
7394,17538,1199,2.0
7462,13816,14,2.5
587,1598,60,4.0
1244,28951,13397,4.5
3814,1324,263,4.0
2286,40176,12224,3.0
4823,27982,936,4.0
4437,47659,1199,5.0
375,11757,1199,4.0
2999,19309,2055,5.0
7146,429,1,3.5
5153,7694,3282,4.0
3519,20478,1199,3.5
6213,20417,395,3.5
816,24905,1199,4.5
2808,64727,7402,4.5
5438,33644,14879,4.5
6542,25852,1199,4.5
1999,25414,1075,4.5
701,11757,1199,5.0
8108,4904,1417,4.0
829,7463,1199,4.0
205,20539,394,4.0
8259,2719,860,4.0
4646,34146,1199,4.0
7027,1550,394,3.5
100,47245,2446,3.5
4511,1550,394,3.5
277,7463,1199,4.0
413,18293,3403,2.0
3318,1504,568,4.0
1778,36670,394,3.5
7081,1549,394,4.5
939,61799,16859,4.0
5165,727,263,1.5
7915,11757,1199,4.5
7068,16073,1199,4.0
528,56981,21841,3.5
5947,429,1,4.0
4295,16074,1199,4.0
2742,24905,1199,3.5
1576,20539,394,4.0
2280,10001,14,4.5
6191,511,14,4.0
5866,11757,1199,3.5
409,59966,1199,4.5
3689,23406,14,4.0
7348,13350,3268,3.0
920,16074,1199,4.0
5082,21822,1199,4.5
1220,52211,14879,4.0
139,69865,394,5.0
1572,16074,1199,5.0
486,54134,14879,4.0
1042,69461,14879,4.0
279,11757,1199,4.0
403,54060,17293,4.0
2815,35036,1199,4.5
5257,20478,1199,4.5
489,20447,2098,3.5
3062,24905,1199,3.0
7792,11325,2310,3.0
2110,28949,13397,4.5
8040,3537,14,4.0
7069,29687,395,4.5
7520,11757,1199,3.0
326,16638,3268,2.5
2971,1324,263,4.5
1349,6029,2414,2.5
6839,1154,394,3.0
6819,1324,263,4.0
4850,36732,8775,5.0
2144,11757,1199,4.5
1244,52211,14879,4.0
2089,11757,1199,4.5
5069,19960,1199,5.0
4507,429,1,3.5
7856,19898,2188,3.5
5240,3939,1417,4.0
8239,1598,60,4.5
950,24059,3268,3.0
833,966,365,4.0
1182,33624,14879,4.0
391,436,163,2.0
2025,33644,14879,5.0
3734,51917,14879,4.5
1370,24905,1199,4.5
6819,16074,1199,4.0
901,7463,1199,4.0
7835,20470,394,4.5
4650,7463,1199,3.5
1451,960,365,4.0
3187,24905,1199,3.5
6687,1324,263,5.0
3707,7675,3268,3.5
1331,7463,1199,5.0
7996,1620,394,4.0
692,17538,1199,3.0
955,69461,14879,3.5
4901,11757,1199,4.0
21,55904,20268,4.0
521,48911,1199,4.0
5465,16074,1199,4.5
4457,33662,14879,3.5
4,1123,395,3.5
2584,7463,1199,4.0
8200,3606,1315,3.5
1182,11757,1199,5.0
5931,7463,1199,4.0
2086,58053,395,3.5
680,7047,1482,4.0
3557,962,365,3.5
4467,34146,1199,4.0
1752,34590,365,4.5
2165,40815,12224,3.5
378,11757,1199,4.0
1453,19960,1199,4.5
7239,436,163,3.0
8126,507,14,5.0
8022,19046,3351,2.0
7754,5411,394,4.0
2870,20575,9020,4.0
1097,29145,263,4.5
3405,37518,14879,3.5
574,16074,1199,4.0
1678,58920,1075,3.5
32,1550,394,4.5
6065,30372,13831,3.5
1182,20575,9020,3.0
1595,43438,394,4.0
285,7463,1199,3.0
2414,20478,1199,4.0
4768,31487,807,3.5
3589,19960,1199,5.0
864,35036,1199,4.0
4994,5411,394,4.0
8237,2106,394,4.0
7981,1154,394,4.0
74,45878,14,4.5
7930,14242,765,3.5
312,4920,1315,4.0
4055,16074,1199,5.0
3678,48521,21516,3.0
6534,3824,1417,4.0
4857,47658,1199,4.5
1424,4904,1417,4.0
3429,58850,3268,4.0
3555,7348,1199,3.5
6979,24905,1199,4.5
1742,3824,1417,3.5
1701,28350,3268,3.0
1183,35036,1199,4.0
8088,178,60,1.5
4871,48911,1199,4.0
4309,36270,10541,3.5
6669,21556,568,3.5
1644,59514,23020,2.5
2125,34146,1199,4.0
6102,5411,394,4.0
4366,20539,394,4.0
721,7694,3282,4.0
1994,17538,1199,3.5
3689,515,14,4.5
953,11757,1199,4.5
2797,45260,16386,4.0
4993,7348,1199,4.0
2660,9906,394,4.5
4596,11757,1199,4.5
1874,11757,1199,4.5
7668,16115,1199,4.0
7831,11757,1199,4.5
439,436,163,2.5
1635,34146,1199,4.5
1963,21822,1199,3.5
7598,515,14,4.0
4896,7675,3268,4.0
1030,5441,1199,4.0
1176,960,365,3.5
2439,34146,1199,4.5
3112,6551,1254,3.5
4092,41843,14338,4.5
2786,34146,1199,4.0
5113,727,263,3.0
3411,35036,1199,4.0
5074,4904,1417,2.0
2889,7463,1199,4.5
1274,2324,394,4.0
3689,44279,14,4.5
5907,19960,1199,4.5
5624,21753,1199,2.5
1612,7463,1199,3.5
6791,5441,1199,4.0
2406,33644,14879,4.0
3027,60511,1199,4.0
3100,798,289,1.5
3009,21822,1199,4.5
4650,9906,394,3.0
6732,20470,394,4.0
5334,16074,1199,2.5
840,33227,365,3.0
5636,20893,9020,4.5
612,11757,1199,4.5
5754,515,14,4.5
1025,50448,16386,4.0
6826,429,1,3.5
2041,54731,263,3.5
3496,16074,1199,4.0
3748,20478,1199,4.5
1851,34146,1199,5.0
18,51520,5510,3.0
5737,29145,263,4.0
866,45482,16386,3.5
209,16074,1199,4.0
21,1504,568,5.0
4324,34146,1199,3.0
6129,16115,1199,4.0
5563,1324,263,3.5
1282,24059,3268,4.0
2808,24905,1199,4.5
7414,3824,1417,3.0
1239,57110,14879,4.0
231,11757,1199,4.5
90,1324,263,4.0
575,38552,765,3.5
353,55712,6513,3.0
6839,33644,14879,3.5
5039,727,263,4.0
4871,3824,1417,4.0
7244,13816,14,4.5
3134,54908,12224,1.0
1414,8717,850,3.5
842,1622,394,3.0
358,5441,1199,4.0
1193,19960,1199,4.0
1603,1525,568,3.0
7678,3606,1315,4.5
1595,40302,394,3.5
3429,22450,3268,3.0
949,25884,12224,3.0
1462,11757,1199,4.5
7095,5441,1199,3.5
3393,7348,1199,4.5
7967,17010,577,4.0
5097,49077,1199,4.0
4491,36670,394,4.0
2272,7675,3268,4.0
7304,20470,394,4.0
7944,178,60,4.0
7013,1525,568,3.5
4339,20539,394,5.0
6530,33624,14879,4.0
1787,17610,2647,4.0
5384,1123,395,3.0
2453,54827,1199,4.5
6688,429,1,4.5
574,25656,9020,3.0
8160,13350,3268,3.0
7454,4073,1199,4.0
9,16115,1199,4.0
2478,62717,21841,4.0
725,52211,14879,3.5
7269,3606,1315,4.5
7669,176,60,4.5
2257,19960,1199,4.5
712,727,263,3.5
2746,7348,1199,4.5
820,1324,263,3.0
629,10784,1075,4.0
208,46386,365,3.0
3594,1504,568,4.5
1228,5441,1199,4.0
3820,10649,1454,4.5
5401,24905,1199,4.5
377,48911,1199,4.5
358,7348,1199,4.5
2125,24233,5514,2.5
3594,7463,1199,3.5
8088,3365,395,4.0
4871,19960,1199,4.5
1474,7463,1199,4.0
5319,4073,1199,4.0
1701,51483,9020,4.5
7791,429,1,4.0
4995,512,14,3.5
1824,4073,1199,3.0
3441,61140,13905,1.5
1615,3824,1417,3.5
6453,13350,3268,4.0
572,47658,1199,4.5
188,66029,24486,4.0
652,23282,1303,4.0
6511,31063,3351,3.0
1588,10784,1075,4.5
5197,20478,1199,4.5
5097,21822,1199,5.0
2988,18713,395,4.0
196,65764,395,3.5
1040,58519,568,3.0
6634,32759,3965,4.5
3326,4073,1199,4.0
2206,10784,1075,4.5
2545,34361,394,3.5
816,17538,1199,4.5
100,73571,24445,4.0
136,26201,453,2.5
29,24059,3268,4.0
3202,7675,3268,4.0
345,74544,24445,3.0
1946,5441,1199,3.5
8235,1825,394,3.5
1520,21822,1199,4.5
1974,69021,14,4.5
591,11757,1199,4.5
195,26201,453,2.5
5534,5487,2098,4.0
188,727,263,4.0
1869,19960,1199,5.0
1512,962,365,4.0
500,51613,18012,3.0
14,4920,1315,3.5
3147,34146,1199,4.5
7879,961,365,3.5
2016,69021,14,4.5
139,505,14,4.0
5561,1018,263,4.0
8055,17501,1497,2.5
3551,19960,1199,5.0
1546,16074,1199,5.0
275,69894,1199,4.5
7459,429,1,4.5
7452,7348,1199,4.0
1636,19960,1199,5.0
1,16074,1199,4.5
1470,19960,1199,4.5
3999,19960,1199,5.0
1176,2106,394,3.5
351,34146,1199,4.0
5091,19960,1199,4.0
2104,513,14,4.0
4813,16074,1199,4.5
1824,5972,395,3.5
577,34146,1199,3.5
2319,16074,1199,3.5
942,59239,163,3.0
3167,11757,1199,4.5
136,7675,3268,3.5
990,56071,1075,1.5
1532,10784,1075,4.0
1323,28350,3268,4.0
1483,29687,395,1.0
1845,48911,1199,4.0
3734,35036,1199,3.5
7512,1554,568,3.5
5676,40815,12224,2.5
5638,46386,365,4.0
5741,4920,1315,4.0
1791,21704,263,3.5
100,53468,1199,3.5
1328,7348,1199,4.0
500,16074,1199,4.5
1600,47658,1199,5.0
6819,5441,1199,3.5
2829,11757,1199,4.0
813,55900,1199,2.0
1101,16074,1199,4.0
696,24059,3268,3.0
7578,20470,394,3.5
111,60686,3268,3.0
216,55192,850,4.5
4559,1550,394,3.0
6351,28350,3268,4.0
3659,9906,394,4.5
629,37518,14879,4.5
7849,429,1,2.5
7260,32710,765,4.0
4820,33644,14879,4.0
5794,28950,13397,4.0
2410,34146,1199,5.0
604,20478,1199,4.0
564,33272,1454,4.5
5688,25382,394,5.0
6937,798,289,2.0
5767,28350,3268,3.5
3689,33505,14,4.5
6509,20470,394,4.0
6983,16074,1199,4.5
3249,25852,1199,4.5
1080,34146,1199,4.0
1994,5441,1199,4.0
235,20539,394,4.5
2221,962,365,3.5
3318,4920,1315,4.5
7091,34590,365,3.0
1443,29687,395,3.5
1562,19960,1199,4.0
6807,5411,394,5.0
2853,3939,1417,3.5
2100,59966,1199,4.5
4823,31705,13905,3.5
2776,64458,395,5.0
3016,9906,394,5.0
3812,55900,1199,4.5
6088,429,1,2.0
1667,17538,1199,1.0
7221,4073,1199,4.5
1164,2106,394,4.5
4776,2572,807,4.5
7144,16638,3268,1.5
2847,7463,1199,3.5
2458,47658,1199,5.0
836,20893,9020,4.0
3693,11757,1199,4.5
2566,35036,1199,3.5
564,28954,13397,5.0
3212,19960,1199,4.5
4559,23474,1199,4.0
2921,34146,1199,3.0
5549,46088,16386,4.0
1808,16074,1199,4.0
5927,41315,765,2.0
3105,19960,1199,5.0
6606,27753,395,3.5
5000,7463,1199,3.5
5019,47658,1199,2.0
1079,4904,1417,4.0
2001,32711,765,2.0
517,1550,394,4.5
524,52211,14879,4.0
58,11757,1199,4.5
486,36270,10541,4.5
8077,15550,14,4.0
550,17538,1199,4.0
2071,67188,24486,4.0
2834,37518,14879,3.5
397,33644,14879,4.5
4397,16073,1199,2.5
4711,5441,1199,4.5
577,19960,1199,4.5
8105,7463,1199,4.0
1854,19960,1199,4.0
7741,7731,14,4.0
5347,26201,453,3.5
1690,48911,1199,3.5
5381,436,163,3.0
3940,11757,1199,5.0
7915,1154,394,3.0
545,19960,1199,4.5
2176,24905,1199,4.0
7793,3824,1417,3.0
5890,34590,365,4.0
74,2784,765,3.0
377,55900,1199,4.5
7956,429,1,5.0
2187,19960,1199,4.0
8297,429,1,4.5
1521,29687,395,3.5
1176,7348,1199,4.5
2272,16074,1199,4.0
1791,20470,394,4.0
5065,1554,568,4.0
5572,11757,1199,4.5
6739,7828,2916,4.5
820,8203,807,2.5
1898,48911,1199,3.5
3286,55900,1199,5.0
1521,20470,394,3.0
3655,1599,60,4.0
998,19960,1199,4.0
6267,25852,1199,4.0
31,4014,1315,2.5
1106,47695,14879,5.0
2449,5441,1199,3.5
1916,20478,1199,4.0
2645,41130,11863,3.5
2481,29687,395,4.0
1373,52703,2098,4.0
496,19309,2055,3.0
1454,727,263,3.5
4831,7463,1199,3.0
6804,1122,395,3.5
3893,17538,1199,3.5
997,34146,1199,4.0
365,31703,14,5.0
1527,60511,1199,4.5
1682,34146,1199,4.0
4960,1599,60,4.0
487,20478,1199,4.5
2851,1018,263,3.5
7140,19898,2188,4.0
3348,48519,21516,3.0
1330,55900,1199,4.0
7857,2718,860,4.5
629,51483,9020,3.5
5051,24905,1199,4.0
1414,7672,3268,3.0
3271,60511,1199,3.0
6721,33927,14879,2.5
7635,436,163,4.5
522,35036,1199,4.5
2460,4073,1199,4.0
1736,19960,1199,4.5
4378,33644,14879,4.5
2963,11757,1199,5.0
4186,19960,1199,5.0
1553,5441,1199,4.5
1799,5441,1199,2.5
7216,13289,1454,5.0
1323,63894,10541,3.0
5859,29687,395,4.0
6978,1018,263,1.5
4166,28350,3268,4.0
1599,62233,394,3.0
3709,47658,1199,4.5
2540,34146,1199,4.5
669,5441,1199,4.0
5985,43803,2100,3.0
7019,4073,1199,3.5
1379,436,163,1.0
8107,7694,3282,2.0
5687,11757,1199,4.5
3053,11757,1199,4.0
6528,1791,60,3.0
345,16122,2430,3.5
2845,33644,14879,4.5
6704,25852,1199,4.5
415,436,163,2.0
2316,727,263,4.0
940,436,163,3.0
695,176,60,4.5
2932,34361,394,4.0
695,10656,5049,4.0
5488,41778,10541,3.5
540,3824,1417,3.0
587,37518,14879,3.5
2988,24905,1199,4.0
1443,11757,1199,4.5
2362,5441,1199,4.0
2556,7348,1199,4.0
1095,21822,1199,4.5
5038,7348,1199,4.5
1727,5487,2098,4.0
8137,178,60,4.5
2197,35036,1199,4.0
4095,48466,3282,3.5
1008,20470,394,4.0
255,11757,1199,4.0
635,4014,1315,4.0
13,14242,765,3.5
2324,19960,1199,5.0
4042,43091,16386,4.0
3389,36862,14879,4.0
1506,11757,1199,4.5
109,30034,13670,2.5
4685,11757,1199,3.5
2314,11757,1199,3.5
14,9117,1303,3.5
387,7463,1199,4.5
8294,1622,394,4.5
30,33624,14879,4.5
3044,60990,1075,5.0
437,48911,1199,3.0
7055,1525,568,4.5
460,1599,60,3.5
1835,35036,1199,3.5
3393,1504,568,4.0
3733,727,263,4.5
5525,20539,394,4.5
1330,17538,1199,3.5
3182,55900,1199,3.5
594,7348,1199,4.5
2231,54827,1199,4.5
5535,11757,1199,4.0
7248,32374,1386,3.5
635,966,365,4.0
508,5441,1199,4.0
5726,2725,850,2.0
3341,7348,1199,4.0
2402,2106,394,4.0
796,33644,14879,4.0
7463,16115,1199,3.5
2910,960,365,4.0
3459,7167,1315,4.0
659,3606,1315,4.5
467,41778,10541,4.0
476,47245,2446,3.0
31,16073,1199,4.0
7494,3606,1315,4.0
3313,11757,1199,3.0
1256,40153,14879,4.0
1515,24905,1199,4.5
2162,24905,1199,1.5
3859,1621,394,3.5
698,40815,12224,3.5
2826,1554,568,3.0
1345,19960,1199,5.0
3100,8422,3282,4.0
57,47695,14879,4.0
1627,27982,936,4.0
1,51898,12224,2.5
6652,13350,3268,4.0
1454,25414,1075,3.5
2565,7348,1199,3.5
1055,1152,394,3.5
2009,35036,1199,4.0
2282,57110,14879,3.5
2101,727,263,4.5
2381,34146,1199,4.0
1101,7463,1199,4.0
4740,33644,14879,4.5
3631,19960,1199,4.5
5720,4073,1199,5.0
139,25852,1199,4.5
916,47658,1199,4.0
3617,53158,765,2.5
3997,1122,395,4.5
550,46386,365,3.5
7080,1504,568,4.5
25,6551,1254,3.0
997,20310,3403,4.5
7234,3517,394,4.0
28,2106,394,2.5
624,2106,394,4.0
2542,36167,395,3.5
2915,55890,7402,3.0
7625,8422,3282,4.0
2272,48911,1199,2.5
2587,47695,14879,4.0
4762,19960,1199,4.5
2950,48911,1199,4.0
2125,35036,1199,4.0
1715,25382,394,3.0
5122,5441,1199,2.0
4813,1504,568,4.0
1041,19960,1199,4.0
7510,4073,1199,4.5
5572,17538,1199,4.0
7374,18898,9347,3.5
5902,3824,1417,5.0
958,25656,9020,3.5
2027,20470,394,4.0
3784,19960,1199,5.0
5220,20478,1199,2.0
5938,7463,1199,4.0
1999,47783,1386,5.0
642,11757,1199,5.0
3272,4904,1417,4.0
1405,33644,14879,4.5
7500,19960,1199,4.5
936,11757,1199,5.0
2321,59966,1199,3.0
7338,1621,394,3.5
6123,5441,1199,3.5
3491,33644,14879,4.0
3541,51917,14879,4.0
247,66818,23246,4.5
7007,3824,1417,3.0
1381,43312,394,4.0
385,19960,1199,5.0
8151,2718,860,3.5
1233,3606,1315,4.0
2420,5441,1199,5.0
4823,47693,394,4.0
8201,727,263,4.5
5038,17538,1199,4.5
2104,3824,1417,4.0
711,24905,1199,4.5
7307,3939,1417,5.0
6681,25852,1199,4.5
5381,5441,1199,4.5
3027,1550,394,4.0
7966,727,263,3.5
629,429,1,3.5
3051,27597,765,3.5
2925,20470,394,4.0
1383,48911,1199,4.0
6017,3606,1315,4.5
1528,4073,1199,2.0
2306,21822,1199,5.0
990,47783,1386,4.5
1209,1414,163,3.0
7049,4014,1315,4.0
6593,16074,1199,4.5
4124,7348,1199,3.5
4230,17538,1199,4.0
2505,19960,1199,4.5
695,8203,807,4.0
1362,71212,14,3.5
2763,47541,9020,4.0
2994,48521,21516,3.0
5146,1550,394,5.0
496,25382,394,3.5
13,20470,394,4.0
521,7463,1199,4.0
7467,25656,9020,3.0
564,66857,1454,5.0
5975,5411,394,3.5
3221,51301,1199,2.5
8237,1620,394,5.0
7514,7675,3268,4.0
7452,727,263,3.0
6145,19960,1199,3.5
2643,5441,1199,4.5
1397,8590,765,3.0
7362,3824,1417,4.0
2921,53794,1199,3.0
3659,7463,1199,4.5
4640,11757,1199,4.5
2205,20893,9020,3.5
5611,727,263,1.5
19,24905,1199,3.0
1087,20478,1199,4.0
183,11757,1199,4.5
937,7348,1199,4.5
1164,5411,394,5.0
1476,10785,1075,4.0
7628,19099,1,3.5
4763,19960,1199,4.0
109,36083,13228,4.0
1401,17538,1199,4.0
4731,48555,21516,4.5
4150,16074,1199,4.0
7974,15653,3701,3.0
111,35649,3268,3.5
4366,19960,1199,3.5
4222,54731,263,4.5
7868,513,14,4.5
1143,1324,263,4.5
4132,20478,1199,4.5
8196,429,1,4.5
1049,61800,16859,4.5
2661,7463,1199,4.5
2923,5916,1,4.0
3463,20539,394,4.0
61,16074,1199,4.0
3009,7463,1199,3.5
1953,3365,395,3.0
1183,46386,365,3.0
3618,25382,394,4.0
949,727,263,4.0
5767,4073,1199,3.5
677,47658,1199,4.5
5896,37518,14879,4.5
335,38982,14879,2.5
4382,11757,1199,4.0
7070,1599,60,3.5
5164,24905,1199,3.5
3368,16074,1199,4.5
6028,23474,1199,4.0
5370,33644,14879,3.5
1740,8555,1315,4.0
1535,7463,1199,4.0
6638,1504,568,4.0
3790,429,1,4.0
652,5481,2100,3.0
2988,20470,394,4.5
2846,55900,1199,3.5
5746,5441,1199,4.5
5073,19960,1199,4.5
4213,7348,1199,4.5
2781,1123,395,3.0
375,10785,1075,4.0
2001,38552,765,3.5
7501,436,163,2.0
476,71802,24445,4.5
7122,1504,568,4.5
3386,40153,14879,4.5
5856,16115,1199,4.5
7205,429,1,3.5
4522,10784,1075,3.0
5488,1554,568,3.0
7421,25382,394,4.5
2681,65486,14,4.0
5961,727,263,4.0
2043,47695,14879,4.0
2458,31118,1199,4.5
6684,4904,1417,4.0
894,33644,14879,4.5
2903,34146,1199,3.5
915,20539,394,5.0
6672,19960,1199,5.0
30,35036,1199,5.0
1182,34362,394,4.5
2602,55951,2724,2.5
1632,20478,1199,4.5
598,24905,1199,4.5
7713,961,365,3.5
3008,11757,1199,4.5
1387,7463,1199,4.5
1836,9906,394,4.5
4430,19960,1199,4.5
695,7167,1315,4.0
2200,24905,1199,3.5
5813,21688,9020,4.5
3277,17538,1199,3.5
7464,21800,14,4.5
2073,7675,3268,3.5
1360,60511,1199,4.5
6779,25852,1199,5.0
3789,54361,765,3.5
5662,16074,1199,5.0
1836,51599,18816,4.0
5196,436,163,3.5
6566,21822,1199,4.0
8209,1154,394,3.5
4912,36299,4103,4.0
7238,1504,568,4.5
661,35036,1199,4.5
2015,3824,1417,3.0
6606,21688,9020,3.5
1566,35036,1199,3.0
3410,20470,394,4.5
2028,46670,16386,4.0
7841,798,289,3.0
1830,33644,14879,4.5
1040,21822,1199,4.5
3100,25852,1199,4.5
14,3824,1417,3.5
2736,510,14,4.5
586,727,263,4.5
1987,2740,860,4.0
1613,29687,395,1.5
3260,1414,163,3.5
686,54134,14879,4.0
8191,1152,394,3.5
1071,47658,1199,5.0
3877,24905,1199,4.0
2179,19960,1199,5.0
1143,1550,394,4.0
594,34146,1199,4.5
2610,429,1,4.5
2076,19960,1199,4.0
4679,5441,1199,4.5
2684,48148,7402,3.5
787,34146,1199,4.5
7411,25468,568,3.5
2199,4920,1315,5.0
2988,7348,1199,4.5
1739,3606,1315,4.5
2510,35036,1199,4.0
25,36862,14879,4.0
1330,11757,1199,4.5
7192,28428,1616,3.5
3748,1542,576,3.5
3694,29687,395,4.0
887,7348,1199,4.5
6236,16074,1199,3.5
629,57110,14879,4.5
3960,35036,1199,4.5
2945,3824,1417,2.5
393,16074,1199,4.0
1553,21822,1199,4.5
3326,1525,568,4.0
6124,4904,1417,4.0
1990,7348,1199,4.0
668,963,365,2.0
1879,54134,14879,3.5
296,436,163,1.0
1423,19960,1199,4.5
6023,17538,1199,4.5
877,55900,1199,4.5
13,3606,1315,4.5
1488,11757,1199,4.5
5175,514,14,3.5
959,16074,1199,4.0
228,52239,5049,3.0
124,7463,1199,4.0
764,7463,1199,4.5
1108,73411,263,4.5
4901,2740,860,3.5
930,60511,1199,3.5
2845,47694,14879,3.5
2578,727,263,4.0
1098,176,60,4.0
3141,54827,1199,4.5
3680,7463,1199,4.0
3001,35036,1199,3.5
2039,17538,1199,3.0
1642,21822,1199,4.5
487,47659,1199,3.5
8127,429,1,4.0
6191,20470,394,4.0
2547,11757,1199,5.0
3846,3939,1417,4.0
18,25468,568,4.5
7832,7675,3268,4.0
2929,34146,1199,4.5
7890,11757,1199,4.0
1043,60511,1199,4.0
949,959,365,3.0
4414,3939,1417,4.5
1836,1324,263,5.0
7205,2718,860,3.0
5643,16638,3268,2.5
1845,21822,1199,4.5
21,34361,394,4.5
3930,19960,1199,4.0
3246,3824,1417,3.0
2152,960,365,3.5
160,3606,1315,3.5
4873,34146,1199,4.0
2,64262,2055,3.5
3866,34146,1199,4.0
2971,6769,1315,4.0
3248,1550,394,4.0
344,71802,24445,4.5
7903,429,1,4.0
2910,29687,395,3.5
3095,48911,1199,2.5
50,17538,1199,4.0
3563,11757,1199,5.0
6809,1535,574,4.5
4511,1122,395,5.0
5516,436,163,3.0
4399,11757,1199,4.0
2011,21822,1199,4.5
2093,963,365,3.5
1750,17538,1199,2.0
6988,20470,394,4.5
235,25656,9020,3.0
3557,1324,263,4.5
3332,16074,1199,4.0
3389,5481,2100,4.0
3481,17538,1199,3.0
2263,429,1,4.0
1531,175,60,4.5
24,25414,1075,4.5
1933,54731,263,3.5
168,53794,1199,4.0
419,7348,1199,4.0
1424,20478,1199,4.0
143,966,365,3.5
7361,16074,1199,4.5
1319,11757,1199,4.5
2132,5972,395,3.0
33,22962,9816,4.0
1531,10784,1075,4.5
4140,21822,1199,4.0
3973,48911,1199,3.0
2331,7463,1199,4.0
990,64487,1386,5.0
7628,18327,5321,3.5
136,55900,1199,3.5
5106,48525,365,4.0
6980,16074,1199,4.5
263,47659,1199,4.5
7850,429,1,3.0
721,40766,16791,3.0
439,429,1,4.5
1360,33624,14879,4.5
1320,33624,14879,4.0
